"","title","company","city","organization","size","type","experience1","degree","size","minimumpay","maximumpay","logmeanpay","experience2","R","SPSS","Excel","Python","MATLAB","Java","SQL","SAS","Stata","EViews","Spark","Hadoop"
"6378","产品经理","深圳市零壹移动互联系统有限公司","深圳","创业公司","150-500人","互联网/电子商务",0,"本科","招聘1人",15000,25000,9.90348755253613,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"6379","电商运营专员","云幻教育科技股份有限公司","深圳","民营公司","150-500人","教育/培训/院校",3,"大专","招聘若干人",4500,5999,8.565888112955,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"6380","营运经理","深圳市益田联商投资管理有限公司","深圳","民营公司","150-500人","物业管理/商业中心",3,"大专","招聘1人",6000,7999,8.85359399691488,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"6381","运维工程师","深圳东鑫资产管理有限公司","深圳","民营公司","50-150人","金融/投资/证券",0,"本科","招聘1人",8000,15000,9.35010231435134,"无经验要求",0,0,0,1,0,0,0,0,0,0,0,0
"6382","客服专员","深圳市世纪方策企业管理咨询有限公司","深圳","民营公司","150-500人","教育/培训/院校",0,"无","招聘2人",3000,4499,8.22937777674144,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"6383","推广专员","深圳市正道信息技术有限公司","深圳","民营公司","少于50人","计算机服务(系统、数据服务、维修)",2,"大专","招聘若干人",5000,8000,8.77955745588373,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"6384","买手经理","蔻莎国际品牌管理（深圳）有限公司（COSCIA (HK) LIMITED）","深圳","外资","150-500人","奢侈品/收藏品/工艺品/珠宝",3,"本科","招聘1人",12000,15000,9.51044496442652,"3-4年",0,0,1,0,0,0,0,0,0,0,0,0
"6385","销售/业务（年终奖+高温补贴+高薪5K起）欢迎应届生","深圳市兴万翔电子有限公司","深圳","民营公司","50-150人","电子技术/半导体/集成电路",0,"大专","招聘2人",4500,5999,8.565888112955,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"6386","销售助理","深圳市金宇阳光文化发展有限公司","深圳","民营公司","150-500人","奢侈品/收藏品/工艺品/珠宝",1,"无","招聘2人",4000,6000,8.51719319141624,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"6387","财务分析经理","深圳市麦达数字股份有限公司","深圳","民营公司","500-1000人","计算机软件",6,"本科","招聘1人",15000,19999,9.76992758807486,"5-6年",0,0,0,0,0,0,0,0,0,0,0,0
"6388","市场专员（国企正编岗）","深圳双图科技有限公司","深圳","民营公司","50-150人","互联网/电子商务",1,"本科","招聘1人",4500,5999,8.565888112955,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"6389","产品运营","深圳市米淘乐科技有限公司","深圳","民营公司","50-150人","互联网/电子商务",3,"大专","招聘1人",5000,7000,8.69951474821019,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"6390","物流专员","深圳市爱帮客科技有限公司","深圳","民营公司","50-150人","互联网/电子商务",1,"高中","招聘1人",4500,5999,8.565888112955,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"6391","外贸独立站推广运营（google广告、facebook营销）","深圳前海欣岸科技有限公司","深圳","民营公司","50-150人","互联网/电子商务",2,"大专","招聘若干人",5000,8000,8.77955745588373,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"6392","薪酬绩效主管","深圳妙乐乐电子商务有限公司","深圳","民营公司","50-150人","互联网/电子商务",6,"大专","招聘1人",6000,7999,8.85359399691488,"5-6年",0,0,0,0,0,0,0,0,0,0,0,0
"6393","(腾讯电商)销售代表3000--8000","上海嵊灿信息科技有限公司深圳分公司","深圳","民营公司","150-500人","互联网/电子商务",1,"大专","招聘3人",4500,5999,8.565888112955,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"6394","急聘 网络营销主管/经理","深圳市海瑞朗自动化科技有限公司","深圳","民营公司","50-150人","互联网/电子商务",2,"大专","招聘1人",10000,14999,9.43344392249037,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"6395","销售管理中心总监","北京融远资产管理有限公司","深圳","民营公司","50-150人","多元化业务集团公司",8,"本科","招聘1人",35000,50000,10.6572593549125,"7-8年",0,0,0,0,0,0,0,0,0,0,0,0
"6396","Web 工程师","深圳济泽网络科技有限公司","深圳","民营公司","50-150人","网络游戏",3,"大专","招聘若干人",7000,13000,9.21034037197618,"3-4年",0,0,0,1,0,1,1,0,0,0,0,0
"6397","财务会计","深圳市美多堡贸易有限公司","深圳","民营公司","少于50人","贸易/进出口",2,"大专","招聘1人",4000,6000,8.51719319141624,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"6398","淘宝 天猫 京东店铺代运营 优化专员","慧博和合（北京）信息技术有限公司深圳分公司","深圳","民营公司","500-1000人","互联网/电子商务",0,"大专","招聘5人",6000,7999,8.85359399691488,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"6399","商品文员","深圳市闻道服饰有限公司","深圳","民营公司","500-1000人","服装/纺织/皮革",1,"中专","招聘2人",3500,4500,8.29404964010203,"1-2年",0,0,1,0,0,0,0,0,0,0,0,0
"6400","市场经理","深圳市德富莱智能科技股份有限公司","深圳","上市公司","150-500人","仪器仪表/工业自动化",6,"大专","招聘1人",15000,19999,9.76992758807486,"5-6年",0,0,0,0,0,0,0,0,0,0,0,0
"6401","销售代表（高无责任底薪+高提成+双休）","东莞市汛联电讯设备有限公司","深圳","民营公司","150-500人","通信/电信运营、增值服务",0,"无","招聘若干人",6000,7999,8.85359399691488,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"6402","天猫运营","BUYDEEM北鼎科技","深圳","上市公司","1000-5000人","家具/家电/玩具/礼品",2,"大专","招聘1人",7000,12000,9.15904707758863,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"6403","网店推广","深圳市远东纺织品有限公司","深圳","民营公司","50-150人","服装/纺织/皮革",1,"大专","招聘2人",4000,6000,8.51719319141624,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"6404","互联网产品经理","好办易网络科技（深圳）有限公司","深圳","外资","150-500人","专业服务(咨询、人力资源、财会)",6,"本科","招聘1人",8000,9999,9.10492429921953,"5-6年",0,0,0,0,0,0,0,0,0,0,0,0
"6405","网络运营助理/网络推广助理/市场助理/文案策划","深圳市英创立电子有限公司","深圳","民营公司","50-150人","电子技术/半导体/集成电路",0,"大专","招聘1人",4500,5999,8.565888112955,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"6406","商品专员","深圳市伊果服饰有限公司","深圳","民营公司","150-500人","服装/纺织/皮革",2,"大专","招聘1人",4500,5999,8.565888112955,"1-2年",0,0,1,0,0,0,0,0,0,0,0,0
"6407","商品部助理","深圳市妮纳贸易有限公司","深圳","民营公司","50-150人","服装/纺织/皮革",1,"大专","招聘1人",3000,4499,8.22937777674144,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"6408","电商运营店长","深圳市超越自然多媒体有限公司","深圳","民营公司","50-150人","电子技术/半导体/集成电路",3,"高中","招聘1人",8000,9999,9.10492429921953,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"6409","物料专员","深圳市缘美美容用具有限公司","深圳","民营公司","50-150人","快速消费品(食品、饮料、化妆品)",2,"高中","招聘1人",3000,4499,8.22937777674144,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"6410","调度员","深圳市航威实业有限公司","深圳","民营公司","150-500人","交通/运输/物流",1,"大专","招聘2人",3300,6000,8.4446224985814,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"6411","天猫/淘宝/京东店长 运营专员","深圳市新怡冠电子商务有限公司","深圳","民营公司","500-1000人","互联网/电子商务",2,"大专","招聘1人",8000,20000,9.5468126085974,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"6412","微信运营营销主管","深圳市天长地久文化产业股份有限公司","深圳","民营公司","1000-5000人","影视/媒体/艺术/文化传播",3,"大专","招聘若干人",15000,19999,9.76992758807486,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"6413","亚马逊 销售 西班牙语 客服 外贸 amazon 运营 推广 (职位编号：20160406001)","深圳市云利联科网络科技有限公司","深圳","民营公司","少于50人","互联网/电子商务",2,"大专","招聘1人",5000,19999,9.43344392249037,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"6414","总行稽核监察部远程审计岗","平安银行股份有限公司","深圳","民营公司","10000人以上","银行",3,"本科","招聘若干人",8333.33333333333,50000,10.2807817836776,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"6415","亚马逊运营专员","东莞市信亿达网络科技有限公司","深圳","民营公司","少于50人","互联网/电子商务",2,"大专","招聘4人",6000,7999,8.85359399691488,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"6416","客服主管","深圳市瑞焱文化传播有限公司","深圳","民营公司","少于50人","互联网/电子商务",0,"无","招聘1人",4500,5999,8.565888112955,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"6417","Amaozn 德语运营","深圳思天瑞电子商务有限公司","深圳","民营公司","少于50人","互联网/电子商务",1,"大专","招聘1人",8000,10000,9.10497985631836,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"6418","商品专员/商品计划专员(服装)","深圳市美好创亿医疗科技有限公司","深圳","民营公司","500-1000人","医疗设备/器械",0,"本科","招聘1人",7000,10000,9.04782144247841,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"6419","速卖通销售/运营/助理/外贸专员","深圳市五象电子商务有限公司","深圳","民营公司","少于50人","互联网/电子商务",0,"大专","招聘2人",4000,5999,8.5170931864159,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"6420","淘宝店长","深圳市华宝原电子商务有限公司","深圳","民营公司","少于50人","互联网/电子商务",1,"大专","招聘1人",6000,7999,8.85359399691488,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"6421","8K+阳光私募基金运营经理","深圳前海金谷华夏基金有限公司","深圳","民营公司","少于50人","金融/投资/证券",0,"无","招聘若干人",70000,99999,11.3504006531022,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"6422","市场策划经理","恒天财富深圳第二分公司","深圳","合资","5000-10000人","金融/投资/证券",6,"本科","招聘1人",10000,14999,9.43344392249037,"5-6年",0,0,0,0,0,0,0,0,0,0,0,0
"6423","HRBP-绩效方向岗 (职位编号：00703)","深圳市华星光电技术有限公司","深圳","合资","5000-10000人","电子技术/半导体/集成电路",3,"本科","招聘1人",10000,14999,9.43344392249037,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"6424","跨境电商运营经理","亦邦国际货运代理（深圳）有限公司","深圳","外资","500-1000人","交通/运输/物流",3,"大专","招聘1人",10000,14999,9.43344392249037,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"6425","wish电子商务专员","深圳市臻成尚品电子科技有限公司","深圳","民营公司","50-150人","互联网/电子商务",0,"大专","招聘3人",4500,5999,8.565888112955,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"6426","电商","湖北土家爱食品开发有限公司","深圳","民营公司","50-150人","快速消费品(食品、饮料、化妆品)",3,"中专","招聘1人",2500,3500,8.00636756765025,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"6427","SEO网站优化专员","深圳市鼎工自动化设备有限公司","深圳","民营公司","50-150人","机械/设备/重工",0,"无","招聘2人",6000,7999,8.85359399691488,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"6428","用户运营","广州市考拉先生网络科技有限公司深圳分公司","深圳","民营公司","50-150人","互联网/电子商务",0,"大专","招聘2人",4500,5999,8.565888112955,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"6429","诚聘国际物流销售","深圳市志纵四海科技有限公司","深圳","民营公司","50-150人","互联网/电子商务",1,"大专","招聘5人",5000,10000,8.9226582995244,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"6430","品质主管","深圳市旭晟半导体股份有限公司","深圳","上市公司","150-500人","电子技术/半导体/集成电路",0,"大专","招聘1人",6000,7999,8.85359399691488,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"6431","人事主管","深圳市通规技术检测有限公司","深圳","民营公司","500-1000人","检测，认证",6,"大专","招聘1人",5000,8000,8.77955745588373,"5-6年",0,0,0,0,0,0,0,0,0,0,0,0
"6432","客服主管","深圳前海中盛嘉鸿集团有限公司","深圳","民营公司","150-500人","互联网/电子商务",0,"大专","招聘若干人",5000,7000,8.69951474821019,"无经验要求",0,0,1,0,0,0,0,0,0,0,0,0
"6433","HRBP","杭州立方控股股份有限公司","深圳","上市公司","1000-5000人","计算机软件",3,"本科","招聘1人",5000,7000,8.69951474821019,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"6434","服装设计师（亚马逊产品开发）","深圳市不明觉厉电子商务有限公司","深圳","民营公司","少于50人","贸易/进出口",1,"大专","招聘2人",4000,8000,8.69951474821019,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"6435","淘宝运营/网店运营（储备）","深圳市天聚进出口有限公司","深圳","民营公司","少于50人","互联网/电子商务",1,"大专","招聘2人",3500,6000,8.46589989702869,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"6436","人力资源专员","深圳惠立信资本管理有限公司","深圳","民营公司","150-500人","金融/投资/证券",3,"大专","招聘2人",6000,7999,8.85359399691488,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"6437","速卖通主管","深圳市蓝易投资有限公司","深圳","民营公司","50-150人","互联网/电子商务",2,"大专","招聘若干人",8000,15000,9.35010231435134,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"6438","高级产品经理","深圳市铱云云计算有限公司","深圳","合资","150-500人","互联网/电子商务",6,"本科","招聘若干人",30000,39999,10.4630890546552,"5-6年",0,0,0,0,0,0,0,0,0,0,0,0
"6439","PMC","深圳市鑫汇科股份有限公司","深圳","民营公司","150-500人","家具/家电/玩具/礼品",6,"大专","招聘若干人",6000,8000,8.85366542803745,"5-6年",0,0,0,0,0,0,0,0,0,0,0,0
"6440","淘宝天猫客服主管（依时）","彭氏香港国际化妆品集团有限公司","深圳","民营公司","500-1000人","快速消费品(食品、饮料、化妆品)",0,"无","招聘1人",5000,8000,8.77955745588373,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"6441","营运助理","深圳市共达荣商贸有限公司","深圳","民营公司","50-150人","服装/纺织/皮革",2,"大专","招聘1人",4500,5999,8.565888112955,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"6442","风控总监/副总","深圳前海中广核富盈互联网金融服务有限公司","深圳","国企","50-150人","金融/投资/证券",0,"本科","招聘2人",20000,24999,10.0212483657234,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"6443","金融分析师","深圳市前海远程金融服务有限公司","深圳","民营公司","150-500人","金融/投资/证券",1,"无","招聘2人",8000,9999,9.10492429921953,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"6444","运营总监","深圳市橙社网络技术有限公司","深圳","民营公司","少于50人","通信/电信/网络设备",3,"本科","招聘1人",15000,19999,9.76992758807486,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"6445","医学推广专员","爱问医联科技（深圳）有限公司","深圳","民营公司","50-150人","互联网/电子商务",0,"本科","招聘1人",4500,5500,8.51719319141624,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"6446","电商运营经理/主管","深圳市宝丽洁科技有限公司","深圳","民营公司","150-500人","贸易/进出口",2,"无","招聘1人",6000,7999,8.85359399691488,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"6447","亚马逊销售运营经理","深圳市优一方电子商务有限公司","深圳","民营公司","少于50人","互联网/电子商务",2,"大专","招聘2人",8000,15000,9.35010231435134,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"6448","网络销售","深圳市锐志达飞电子商务有限公司","深圳","民营公司","少于50人","互联网/电子商务",0,"大专","招聘2人",3000,4499,8.22937777674144,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"6449","棋牌游戏策划","深圳市手心游戏科技有限公司","深圳","民营公司","少于50人","网络游戏",0,"无","招聘1人",6000,12000,9.10497985631836,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"6450","急聘 销售主管 挑战高薪 (职位编号：006)","深圳星贝教育信息咨询有限公司","深圳","民营公司","少于50人","教育/培训/院校",2,"中专","招聘若干人",7000,12000,9.15904707758863,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"6451","社交媒体内容策划及运营","深圳市凯誉资源投资有限公司","深圳","民营公司","50-150人","贸易/进出口",3,"本科","招聘1人",8000,9999,9.10492429921953,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"6452","物流专员/调度员/打包员/管培生（电商运营方向）","上海首图信息科技有限公司","深圳","合资","500-1000人","互联网/电子商务",0,"大专","招聘9人",4500,5999,8.565888112955,"无经验要求",0,0,1,0,0,0,0,0,0,0,0,0
"6453","招商总监","华晟（深圳）金融服务有限公司","深圳","民营公司","150-500人","金融/投资/证券",1,"大专","招聘1人",6000,7999,8.85359399691488,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"6454","文案策划","深圳市明莲花艺文化策划有限公司","深圳","民营公司","少于50人","影视/媒体/艺术/文化传播",2,"大专","招聘1人",2500,3333.33333333333,7.97819669068355,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"6455","运营经理（B2B平台）","深圳智慧城电子商务有限公司","深圳","民营公司","50-150人","互联网/电子商务",6,"无","招聘1人",12000,20000,9.68034400122192,"5-6年",0,0,0,0,0,0,0,0,0,0,0,0
"6456","客服专员","深圳市联程共享电动汽车租赁有限公司","深圳","合资","50-150人","租赁服务",0,"大专","招聘若干人",3000,4499,8.22937777674144,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"6457","客服主任","高柏（中国）企业管理咨询有限公司深圳分公司","深圳","外资","50-150人","金融/投资/证券",3,"大专","招聘1人",4000,6000,8.51719319141624,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"6458","电销主管","深圳市东信时代信息技术有限公司","深圳","民营公司","500-1000人","广告",2,"大专","招聘1人",8000,15000,9.35010231435134,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"6459","SNK深圳-SEM优化师/SEM高级优化师","蓝色光标传播集团-北京思恩客广告有限公司","深圳","上市公司","150-500人","广告",1,"本科","招聘2人",5000,8000,8.77955745588373,"1-2年",0,0,1,0,0,0,0,0,0,0,0,0
"6460","网站营运主管","深圳市龙岗区龙城思之域电子厂","深圳","民营公司","50-150人","家具/家电/玩具/礼品",0,"无","招聘2人",6000,7999,8.85359399691488,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"6461","快递点主管","深圳市苏宁云商销售有限公司","深圳","民营公司","1000-5000人","批发/零售",0,"大专","招聘若干人",5000,7000,8.69951474821019,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"6462","数据平台开发工程师","深圳市彬讯科技有限公司","深圳","民营公司","1000-5000人","互联网/电子商务",3,"本科","招聘1人",10000,16000,9.47270463644367,"3-4年",0,0,0,1,0,1,0,0,0,0,1,0
"6463","IE工程师","深圳市金新农饲料股份有限公司","深圳","民营公司","1000-5000人","农/林/牧/渔",3,"本科","招聘1人",9000,12000,9.25913053614561,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"6464","测试开发工程师","广东远峰汽车电子有限公司","深圳","民营公司","1000-5000人","电子技术/半导体/集成电路",0,"本科","招聘若干人",7000,12000,9.15904707758863,"无经验要求",0,0,0,1,0,0,0,0,0,0,0,0
"6465","互联网推广/营销","深圳市爱聊科技有限公司","深圳","外资","150-500人","互联网/电子商务",3,"大专","招聘5人",10000,14999,9.43344392249037,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"6466","工艺工程师","深圳市科沃电气技术有限公司","深圳","民营公司","50-150人","仪器仪表/工业自动化",2,"本科","招聘1人",8000,9999,9.10492429921953,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"6467","外贸/跨境电商专员/助理/","深圳市莱普拓实业发展有限公司","深圳","民营公司","50-150人","贸易/进出口",0,"大专","招聘2人",3500,5000,8.35467426191846,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"6468","新媒体运营","深圳前海陈升信息服务有限公司","深圳","民营公司","50-150人","互联网/电子商务",0,"大专","招聘1人",6000,9000,8.9226582995244,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"6469","服装店长","深圳市希希迪迪服饰有限公司","深圳","民营公司","150-500人","服装/纺织/皮革",0,"无","招聘10人",4500,5999,8.565888112955,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"6470","销售经理","深圳绵俪日用化工有限公司","深圳","外资","500-1000人","快速消费品(食品、饮料、化妆品)",6,"大专","招聘1人",10000,14999,9.43344392249037,"5-6年",0,0,0,0,0,0,0,0,0,0,0,0
"6471","数据挖掘高级工程师（大数据产品项目）","广州速聘信息技术有限公司","深圳","民营公司","50-150人","互联网/电子商务",3,"本科","招聘若干人",15000,30000,10.0212705881925,"3-4年",0,0,1,0,0,0,0,0,0,0,1,1
"6472","亚马逊销售/应届实习生/外贸专员","深圳市吉洁贸易有限公司","深圳","民营公司","少于50人","贸易/进出口",0,"大专","招聘6人",3500,10000,8.81729778386658,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"6473","商品管理（3500-5000元/月）","位格形象管理（深圳）有限公司","深圳","民营公司","少于50人","服装/纺织/皮革",1,"无","招聘2人",3000,5000,8.29404964010203,"1-2年",0,0,1,0,0,0,0,0,0,0,0,0
"6474","产品规划经理 (职位编号：2016070401)","金淇一路通（深圳）科技股份有限公司","深圳","上市公司","50-150人","互联网/电子商务",3,"大专","招聘2人",10000,14999,9.43344392249037,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"6475","资深文案（深圳）","澳信集团","深圳","外资","500-1000人","金融/投资/证券",2,"本科","招聘1人",6000,7999,8.85359399691488,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"6476","线上销售","深圳市亿觅科技有限公司","深圳","民营公司","50-150人","互联网/电子商务",2,"本科","招聘1人",5000,8000,8.77955745588373,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"6477","行政专员/助理","深圳市康佳智能电器科技有限公司","深圳","合资","150-500人","家具/家电/玩具/礼品",3,"本科","招聘1人",5000,6666.66666666667,8.6713438712435,"3-4年",0,0,1,0,0,0,0,0,0,0,0,0
"6478","互联网运营助理","国投瑞银基金管理有限公司","深圳","合资","150-500人","金融/投资/证券",0,"本科","招聘1人",6000,10000,8.98719682066197,"无经验要求",0,0,1,0,0,0,0,0,0,0,0,0
"6479","阿里巴巴运营专员","深圳市小飞鸟科技有限公司","深圳","民营公司","少于50人","贸易/进出口",1,"大专","招聘2人",5000,10000,8.9226582995244,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"6480","新媒体运营推广","深圳市金火花影视文化有限公司","深圳","民营公司","少于50人","影视/媒体/艺术/文化传播",0,"无","招聘1人",4500,5999,8.565888112955,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"6481","外贸/贸易经理","深圳市诺诚达科技有限公司","深圳","民营公司","150-500人","快速消费品(食品、饮料、化妆品)",6,"大专","招聘1人",6000,7999,8.85359399691488,"5-6年",0,0,0,0,0,0,0,0,0,0,0,0
"6482","广告销售（互联网）","中美影联（深圳）股份有限公司","深圳","民营公司","50-150人","影视/媒体/艺术/文化传播",1,"高中","招聘2人",3000,4499,8.22937777674144,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"6483","加盟运营总监 (职位编号：20160831002)","深圳市梵思诺时尚服饰有限公司","深圳","民营公司","150-500人","服装/纺织/皮革",8,"本科","招聘若干人",15000,20000,9.76995615991161,"7-8年",0,0,0,0,0,0,0,0,0,0,0,0
"6484","外语类管培生","深圳市苏豪环球科技有限公司","深圳","民营公司","少于50人","互联网/电子商务",0,"本科","招聘若干人",4500,5999,8.565888112955,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"6485","营销策划 珠宝","深圳市慧略管理咨询有限公司","深圳","民营公司","少于50人","专业服务(咨询、人力资源、财会)",0,"中专","招聘1人",10000,14999,9.43344392249037,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"6486","Amazon 亚马逊 销售 外贸业务员（应届毕业生）","深圳市诺天瑞汇电子商务有限公司","深圳","民营公司","少于50人","互联网/电子商务",0,"大专","招聘若干人",4500,5999,8.565888112955,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"6487","新媒体运营专员 (职位编号：002)","深圳市善富宝金融科技有限公司","深圳","民营公司","500-1000人","金融/投资/证券",2,"本科","招聘3人",6000,10000,8.98719682066197,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"6488","资深会计文员","堡狮龙·中国","深圳","外资","150-500人","服装/纺织/皮革",3,"大专","招聘若干人",4500,5999,8.565888112955,"3-4年",0,0,1,0,0,0,0,0,0,0,0,0
"6489","产品经理 (职位编号：QRYT-002)","深圳乾瑞赢通健康投资管理有限公司","深圳","民营公司","少于50人","互联网/电子商务",3,"本科","招聘1人",10000,14999,9.43344392249037,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"6490","Amazon/亚马逊 销售助理","深圳市意莎贸易有限公司","深圳","民营公司","少于50人","互联网/电子商务",0,"大专","招聘2人",3000,4499,8.22937777674144,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"6491","广告优化师/新媒体运营","广州天拓网络技术有限公司深圳分公司","深圳","民营公司","500-1000人","互联网/电子商务",0,"大专","招聘2人",6000,12000,9.10497985631836,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"6492","Amazon 亚马逊业务员","深圳智慧之城科技有限公司","深圳","民营公司","少于50人","贸易/进出口",1,"大专","招聘3人",4000,80000,10.6454248972655,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"6493","新媒体运营专员/主管","深圳天匣易贷金融服务有限公司","深圳","民营公司","150-500人","金融/投资/证券",2,"大专","招聘5人",6000,8000,8.85366542803745,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"6494","销售助理","深圳市特必优贸易有限公司","深圳","民营公司","少于50人","贸易/进出口",1,"高中","招聘1人",3000,4499,8.22937777674144,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"6495","新媒体运营 代投资项目招聘","深圳市微游汇孵化器管理有限公司","深圳","民营公司","50-150人","互联网/电子商务",1,"无","招聘1人",5000,10000,8.9226582995244,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"6496","电商运营总监","深圳市正善源生物科技股份有限公司","深圳","民营公司","少于50人","互联网/电子商务",1,"本科","招聘1人",10000,14999,9.43344392249037,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"6497","亚马逊运营主管/Amazon销售主管","深圳市芯力港科技有限公司","深圳","民营公司","50-150人","电子技术/半导体/集成电路",0,"本科","招聘1人",15000,19999,9.76992758807486,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"6498","人力实习生","深圳市赢时胜信息技术股份有限公司","深圳","上市公司","1000-5000人","计算机软件",0,"本科","招聘1人",2000,2999,7.82384599085363,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"6499","绩效专员","深圳市金融联信息咨询有限公司","深圳","民营公司","1000-5000人","金融/投资/证券",4,"本科","招聘1人",6000,7999,8.85359399691488,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"6500","数据运营","深圳市迪滴新能源汽车租赁有限公司","深圳","合资","150-500人","交通/运输/物流",1,"大专","招聘1人",6000,7999,8.85359399691488,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
